"created_at","name","tokens","end_at"
2020-04-16 00:45:04,"JoeBiden","We won’t defeat this President by being like him. We’ll win by doing the opposite. Where he seeks to divide us, we’ll connect people. Where he shows cruelty, we’ll show compassion. And when he fights, we’ll fight harder. But we can’t do it without you.",2020-04-16 00:45:05
2020-04-16 00:45:04,"JoeBiden","Mayor @PeteButtigieg’s campaign had a set of “rules of the road” that helped define the character of his campaign and his supporters. I think it’s a good idea, and one I’d like @TeamJoe to adopt.",2020-04-16 00:45:05
2020-04-16 00:45:04,"JoeBiden","In the Biden family, we have a code: My mom used to always tell me, “Joey, no one is better than you. Everyone is your equal, and everyone is equal to you.” I’m working on building one for our campaign, too.",2020-04-16 00:45:05
2020-04-15 22:40:00,"JoeBiden","Managing an economic relief and recovery effort is hard, painstaking work. The devil is in the details. It’s all about follow-through.

I've done the work before, and I'll be ready to do it on day one as president. https://t.co/a7oCXZqCL2",2020-04-15 22:40:01
2020-04-15 20:15:00,"JoeBiden","We are building the movement that will beat Donald Trump.

Join us: https://t.co/gnaFCACYrW https://t.co/pHIXCHZ0cm",2020-04-15 20:15:01
2020-04-15 19:11:09,"JoeBiden","Millions of folks are relying on the workers at the front lines of this crisis. I’ll be talking to a few of them for our virtual town hall. Tune in: https://t.co/r3HMc7MpJs",2020-04-15 19:11:10
2020-04-15 18:20:00,"JoeBiden","This afternoon, I’ll be hosting a virtual town hall with a few workers on the front lines of this crisis. Tune in at 3:00 PM ET to watch live: https://t.co/xk0GcS7PGq https://t.co/koBtR3Ahq7",2020-04-15 18:20:01
2020-04-15 17:20:00,"JoeBiden","COVID-19 is amplifying so many inequities in our society. We have to ensure support gets to those who need it immediately, and then do the necessary work to rip out the structural racism that creates these inequalities. https://t.co/fDUcAdfOHz",2020-04-15 17:20:01
2020-04-15 15:10:56,"JoeBiden","The President’s vanity is preventing people from paying their bills. https://t.co/NjtUDJbY4e",2020-04-15 15:10:57
2020-04-15 14:32:54,"JoeBiden","We are in a battle for the soul of this nation and I’m proud to have the fiercest of fighters, Senator @EWarren, on my side. With her help, we’re going to beat Donald Trump and create a government that works for everyone — not just the wealthy and well-connected. Let’s do this. https://t.co/X0G4AZta1S",2020-04-15 14:32:55
2020-04-15 01:42:15,"JoeBiden","From my basement to your sneaker room. Tune in Thursday at 11 PM ET on @SHODesusAndMero to watch! https://t.co/3gPnxCwTVe",2020-04-15 01:42:16
2020-04-15 01:00:00,"JoeBiden","I want Donald Trump to look these folks in the eye and explain to them why they or their loved ones haven’t been able to get tested for COVID-19. We’ve got to do better. https://t.co/CUY6nmCPjl",2020-04-15 01:00:01
2020-04-14 23:20:00,"JoeBiden","Let’s do this. https://t.co/INkan0GxGL",2020-04-14 23:20:01
2020-04-14 22:42:00,"JoeBiden","Millions of people are relying on the workers on the front lines of this crisis. Tomorrow, I’ll be joined by a few of them for a virtual town hall. 

Tune in tomorrow at 3PM ET: https://t.co/xk0GcS7PGq https://t.co/KrSwKV84QT",2020-04-14 22:42:01
2020-04-14 21:27:10,"JoeBiden","You have great taste, @SpeakerPelosi. https://t.co/96cJJaBHFW",2020-04-14 21:27:11
2020-04-14 20:45:18,"JoeBiden","Stories like this showcase exactly who we are as Americans. In times of crisis, we stand as one. We help out folks we've never met, lift each other up, and do our part to ensure we make it through.

We will overcome this, together. https://t.co/fdOKwA3Iak",2020-04-14 20:45:19
2020-04-14 19:25:00,"JoeBiden","President Obama understands, as I do, that we will come through this crisis stronger. And then we’ll not only rebuild this nation — we will transform it. https://t.co/nlilxxpA91",2020-04-14 19:25:01
2020-04-14 16:06:06,"JoeBiden","Barack — This endorsement means the world to Jill and me. We’re going to build on the progress we made together, and there’s no one I’d rather have standing by my side. https://t.co/0mAjPZeYmd",2020-04-14 16:06:07
2020-04-14 14:14:19,"JoeBiden","Leadership is about never proclaiming power. It’s about collaboration, it’s about coming together in a crisis and finding common ground. It’s about results.  

That’s who I am and the role I aspire to fulfill in guiding this democratic nation to better times.",2020-04-14 14:14:20
2020-04-14 14:14:19,"JoeBiden","I am not running for office to be King of America. I respect the Constitution. I’ve read the Constitution. I’ve sworn an oath to it many times. I respect the great job so many of this country’s governors — Democratic and Republican — are doing under these horrific circumstances. https://t.co/vMtcfD45mG",2020-04-14 14:14:20
2020-04-14 03:17:40,"JoeBiden","I want to congratulate @judgekarofsky on her hard-earned victory tonight. In the face of rampant voter suppression and GOP recklessness, the people of Wisconsin showed up and made their choice clear. I know Wisconsin will be a fairer, more just state with Jill on the court. https://t.co/Ch9PXnqekt",2020-04-14 03:17:41
2020-04-14 01:05:00,"JoeBiden","I am grateful to have the support of so many Wisconsinites and proud of the courage and commitment folks showed during last week's primary — but it should never have come to that.

No one should ever have to choose between their health and our democracy. https://t.co/D4PpzYkter",2020-04-14 01:05:01
2020-04-13 23:28:54,"JoeBiden","It shouldn't take a global pandemic shutting down schools to end school shootings. https://t.co/H9Xwn6Mhkd",2020-04-13 23:28:55
2020-04-13 22:05:00,"JoeBiden","For months, the Trump Administration was repeatedly warned about the threat COVID-19 posed to our nation. They ignored the experts, failed to take action, and now Americans are paying the price. https://t.co/YiSTQPnLNy",2020-04-13 22:05:01
2020-04-13 20:55:13,"JoeBiden","We’re in the middle of a global pandemic. We need a president who actually listens to public health experts. https://t.co/A4LvRY36nY",2020-04-13 20:55:14
2020-04-13 19:14:37,"JoeBiden","To Bernie’s supporters: I see you, I hear you, and I understand the urgency of what it is we have to get done in this country. 

I hope you will join us. You are more than welcome on this campaign. You’re needed. https://t.co/vJXlroCdDd",2020-04-13 19:14:38
2020-04-13 18:46:00,"JoeBiden","Unity. https://t.co/cZxaRCY8jr",2020-04-13 18:46:01
2020-04-13 18:05:11,"JoeBiden","I'm speaking now about our nation's economic response to COVID -- and I'll have a special guest with me. Tune in: https://t.co/VTJPX6da0v",2020-04-13 18:05:12
2020-04-13 17:37:00,"JoeBiden","Folks, I hope you'll join my 2:00 PM Economic Response to COVID-19 remarks — I'll be joined by a special guest. Tune in at 2:00 PM to watch live!

https://t.co/xk0GcS7PGq https://t.co/KmSe2QvcQD",2020-04-13 17:37:01
2020-04-13 16:46:52,"JoeBiden","Our U.S. Postal Service workers are at the front lines of this crisis. Millions of people are relying on them for things like medicine and other essentials.

And the President is trying to let them fail. Congress should do everything it can to prevent this. https://t.co/2gTDx5aMQP",2020-04-13 16:46:53
2020-04-13 15:40:00,"JoeBiden","Tune in at 2:00 PM today for remarks on the urgent and dire need for a full economic response to COVID-19 at https://t.co/xk0GcSpr50. https://t.co/fOhLzMVifQ",2020-04-13 15:40:01
2020-04-13 14:30:00,"JoeBiden","For this episode of Here’s the Deal, Pulitzer Prize-winning author Jon Meacham joined me to discuss presidential leadership and what it should look like in times of crisis.

You can listen to the full episode at https://t.co/t11Fa0TZjc or wherever you get your podcasts. https://t.co/tXjopC10xz",2020-04-13 14:30:01
2020-04-12 23:30:00,"JoeBiden","We're facing a crisis unlike any we've faced before — and I couldn't be prouder of how the American people are responding. https://t.co/wK1mDPDl9b",2020-04-12 23:30:01
2020-04-12 20:30:00,"JoeBiden","To everyone on the front lines of the fight against COVID-19, thank you. We truly couldn't get through this without you.",2020-04-12 20:30:01
2020-04-12 17:55:00,"JoeBiden","As we prepare to reopen America, we have to remember what this crisis has taught us: The administration’s failure to plan, to prepare, to honestly assess and communicate the threat to the nation led to catastrophic results. We cannot repeat those mistakes. https://t.co/SkfH3U792L",2020-04-12 17:55:01
2020-04-12 16:55:00,"JoeBiden","Folks, we just released a special Sunday episode of Here’s the Deal! @RevDrBarber joined me for a discussion on faith and its intersection with some of the most pressing issues we face as a nation.

Listen at https://t.co/t11Fa0CorE or wherever you get your podcasts. https://t.co/TJWyyWbVIC",2020-04-12 16:55:01
2020-04-12 15:50:00,"JoeBiden","This Easter, Jill and I wish all of you and your families a safe and joyful celebration, and we join our prayers with those of people from every faith for health, happiness, and a renewal of life in the year to come. https://t.co/i3ID9G3qv7",2020-04-12 15:50:01
2020-04-12 00:00:30,"JoeBiden","We are in the middle of a global pandemic — and people need access to health care now more than ever. Donald Trump should reopen Obamacare enrollment immediately.",2020-04-12 00:00:31
2020-04-11 22:00:00,"JoeBiden","This new enemy may be unseen, but we have the tools, the expertise, the will, and the spirit to defeat it. There is nothing the American people can't accomplish if we work together.",2020-04-11 22:00:01
2020-04-11 20:01:00,"JoeBiden","We need to help as many working families and small businesses as possible. Workers who have lost their jobs or seen their hours slashed and families who are struggling to pay rent and put food on the table need help immediately. There's no time to waste. https://t.co/XFNZK6m1RV",2020-04-11 20:01:01
2020-04-11 18:00:01,"JoeBiden","We are months into this crisis and our heroes on the front lines still don't have the protective equipment they need to stay safe. It's unconscionable.

Donald Trump needs to fully use the power of the Defense Production Act immediately. https://t.co/wudATlE3wr",2020-04-11 18:00:02
2020-04-11 16:15:00,"JoeBiden","Now more than ever, we have to choose hope over fear, unity over division, truth over lies, and science over fiction.",2020-04-11 16:15:01
2020-04-11 14:30:00,"JoeBiden","President Trump needs to do everything in his power to expand the number of testing sites and surge the number of tests. Mass testing is key to reopening the economy and finding a way out of this crisis. https://t.co/WHprzHoGnm",2020-04-11 14:30:01
2020-04-11 00:00:00,"JoeBiden","The American people are strong, tough, brave, and big-hearted. There's nothing we can't do if we do it together.",2020-04-11 00:00:01
2020-04-10 22:30:00,"JoeBiden","No one should be forced out of their home in the middle of a global pandemic. We need to freeze rent for people who lose their jobs and place a ban on evictions immediately. https://t.co/0sQYpUHosv",2020-04-10 22:30:01
